MonthStart,GrossPnL,Cost,NetPnL,NBars,NSecAvg,GrossAbsWeightAvg
2025-07-01,0.0008220000000000,0.0000218030000000,0.0008001970000000,10,6.000000,0.6887281330000000
2025-08-01,-0.0169280000000000,0.0020332450000000,-0.0189612450000000,124,6.000000,4.3713520294354838
