NumDays,MeanDaily,StdDaily,AnnMean,AnnVol,Sharpe,ProfitFactorDaily,HitRatioDaily,BestDayPnL,BestDayDate,WorstDayPnL,WorstDayDate,MaxDrawdown,MaxDDDate,VaR95_Daily
21,-0.001592,0.004255,-0.401282,0.067544,-5.941043,0.343072,0.428571,0.004702,2025-08-15,-0.014171,2025-08-01,-0.034805,2025-08-27,-0.007395
